car,price,body,mileage,engV,engType,registration,year,model,drive
BMW,44800,sedan,63,4.4,Petrol,yes,2012,750,rear
BMW,45000,sedan,110,NA,Other,yes,2012,535,full
BMW,45200,crossover,68,3,Diesel,yes,2012,X5,full
Land Rover,45500,crossover,112,3,Diesel,yes,2012,Range Rover Sport,full
Land Rover,46000,crossover,75,5,Petrol,yes,2012,Range Rover,full
Lexus,46500,crossover,60,4.6,Petrol,yes,2012,GX,full
Land Rover,46900,crossover,50,5,Petrol,yes,2012,Range Rover,full
Land Rover,46900,crossover,115,3,Diesel,yes,2012,Range Rover Sport,full
Mercedes-Benz,46900,other,10,2.2,Diesel,yes,2012,E-Class,rear
Mercedes-Benz,47300,sedan,121,3,Diesel,yes,2012,S 350,full
Land Rover,47500,crossover,63,4.4,Diesel,yes,2012,Range Rover,full
Volkswagen,47777,sedan,91,3,Diesel,yes,2012,Phaeton,full
BMW,47900,crossover,178,4,Diesel,yes,2012,X5,
BMW,48550,other,147,4,Diesel,yes,2012,X5,full
Land Rover,48888,crossover,128,4.4,Diesel,yes,2012,Range Rover,full
Porsche,49500,crossover,60,3.6,Petrol,yes,2012,Cayenne,full
Land Rover,49800,crossover,76,5,Petrol,yes,2012,Range Rover Sport,full
BMW,49900,other,82,3,Petrol,yes,2012,640,rear
Land Rover,49999,crossover,43,5,Petrol,yes,2012,Range Rover Sport,full
Porsche,49999,crossover,65,3.6,Petrol,yes,2012,Cayenne,full
Mercedes-Benz,51000,sedan,119,4.7,Petrol,yes,2012,S 500,full
BMW,51500,hatch,77,3,Petrol,yes,2012,535,full
BMW,51900,crossover,106,3,Diesel,yes,2012,X6,full
Land Rover,52000,crossover,70,4.4,Diesel,yes,2012,Range Rover,full
Porsche,52000,crossover,88,3.6,Petrol,yes,2012,Cayenne,full
Audi,52000,other,124,3,Diesel,yes,2012,A8,full
Porsche,52000,crossover,70,3,Diesel,yes,2012,Cayenne,full
Mercedes-Benz,52777,sedan,60,3,Diesel,yes,2012,CLS 350,full
Land Rover,52900,crossover,25,NA,Petrol,yes,2012,Range Rover Sport,full
Land Rover,52999,crossover,95,4.4,Diesel,yes,2012,Range Rover,full
Land Rover,53500,crossover,69,3.5,Diesel,yes,2012,Range Rover Sport,full
Land Rover,53500,crossover,69,3,Diesel,yes,2012,Range Rover Sport,full
BMW,53999,sedan,80,2.99,Diesel,yes,2012,550,full
Porsche,54500,sedan,77,4.8,Petrol,yes,2012,Panamera,full
Mercedes-Benz,54500,sedan,29,3,Diesel,yes,2012,CLS 350,rear
Porsche,54900,crossover,56,3,Diesel,yes,2012,Cayenne,full
Porsche,55000,crossover,105,3,Diesel,yes,2012,Cayenne,full
Mercedes-Benz,57000,sedan,43,4.7,Petrol,yes,2012,CLS 500,
Mercedes-Benz,57000,sedan,61,4.6,Petrol,yes,2012,S 500,full
BMW,57777,other,40,4,Diesel,yes,2012,X6,
Toyota,59900,crossover,90,4.5,Diesel,yes,2012,Land Cruiser 200,full
Mercedes-Benz,59999,sedan,11,4.7,Petrol,yes,2012,CLS 500,full
Toyota,61990,crossover,68,4.5,Diesel,yes,2012,Land Cruiser 200,full
BMW,64999,sedan,15,3,Petrol,yes,2012,640,rear
Toyota,65000,crossover,90,4.5,Diesel,yes,2012,Land Cruiser 200,full
Porsche,67000,hatch,49,3,Diesel,yes,2012,Panamera,rear
Porsche,68000,crossover,38,4.8,Petrol,yes,2012,Cayenne,full
Toyota,68000,crossover,67,4.5,Diesel,yes,2012,Land Cruiser 200,full
Audi,68500,sedan,44,6.3,Petrol,yes,2012,A8,full
Audi,72000,sedan,55,6.3,Petrol,yes,2012,A8,full
Porsche,72000,sedan,98,4.8,Petrol,yes,2012,Panamera,full
Lexus,74777,crossover,63,5.7,Gas,yes,2012,LX 570,full
BMW,77000,other,64,4.4,Petrol,yes,2012,M6,
Audi,98000,other,12,5.2,Petrol,yes,2012,R8,full
Aston Martin,125000,sedan,18,6,Petrol,yes,2012,Rapide,rear
Ferrari,205000,other,12,4.5,Petrol,yes,2012,458 Italia,rear
Mercedes-Benz,3.00E+05,other,37,5,Petrol,yes,2012,G 500,full
Renault,0,van,192,99.99,Diesel,yes,2011,Kangoo груз.,front
Mercedes-Benz,0,sedan,29,6,Petrol,yes,2011,S-Guard,rear
Mercedes-Benz,0,crossover,63,5.5,Petrol,yes,2011,GL 550,full
Mercedes-Benz,0,sedan,23,5.5,Petrol,yes,2011,S 550,full
Porsche,0,crossover,59,3,Other,yes,2011,Cayenne,full
BMW,0,sedan,43,3,Petrol,yes,2011,535,
Renault,0,other,179,2.5,Diesel,yes,2011,Trafic груз.,front
Mercedes-Benz,0,van,173,2.2,Diesel,yes,2011,Vito груз.,rear
Volkswagen,0,van,162,2,Diesel,yes,2011,T5 (Transporter) груз,front
Volkswagen,0,other,197,2,Diesel,no,2011,T5 (Transporter) пасс.,front
Volkswagen,0,van,160,2,Diesel,yes,2011,T6 (Transporter) груз,front
Ford,0,other,108,1.8,Diesel,yes,2011,Tourneo Connect пасс.,front
Peugeot,0,van,56,1.6,Petrol,yes,2011,Partner груз.,front
Skoda,0,vagon,106,1.6,Diesel,yes,2011,Octavia A5,front
Renault,0,van,159,1.5,Diesel,yes,2011,Kangoo груз.,front
Renault,0,vagon,180,1.5,Diesel,yes,2011,Megane,front
Volkswagen,0,vagon,161,1.4,Petrol,yes,2011,Passat B7,front
VAZ,3600,other,207,1.6,Petrol,yes,2011,2113,front
Geely,3700,sedan,68,1.5,Petrol,yes,2011,CK-2,front
Daewoo,3850,sedan,45,1.3,Petrol,yes,2011,Sens,
VAZ,3900,hatch,90,1.6,Petrol,yes,2011,2172,front
Daewoo,3950,hatch,36,0.8,Petrol,yes,2011,Matiz,front
Kia,4000,hatch,130,NA,Petrol,yes,2011,Rio,front
Daewoo,4000,sedan,78,1.3,Gas,yes,2011,Sens,front
ZAZ,4000,sedan,75,1.3,Gas,yes,2011,Sens,front
ZAZ,4000,sedan,78,1.3,Gas,yes,2011,Sens,front
Geely,4100,sedan,108,1.5,Gas,yes,2011,CK-2,front
Daewoo,4100,sedan,68,1.3,Gas,yes,2011,Sens,front
VAZ,4350,hatch,115,1.6,Gas,yes,2011,2114,front
VAZ,4400,hatch,73,1.6,Gas,yes,2011,2114,front
VAZ,4450,sedan,138,1.6,Gas,yes,2011,2110,front
Opel,4500,van,184,1.3,Diesel,yes,2011,Combo груз.,front
VAZ,4600,vagon,133,1.6,Gas,yes,2011,2111,front
VAZ,4600,hatch,54,1.6,Petrol,yes,2011,2114,front
ZAZ,4600,hatch,79,1.5,Petrol,yes,2011,Forza,front
Daewoo,4600,sedan,57,1.3,Gas,yes,2011,Sens,front
Chery,4600,crossover,55,1.3,Petrol,yes,2011,Beat,front
VAZ,4650,sedan,92,1.6,Petrol,yes,2011,2170,front
Daewoo,4650,hatch,75,1.5,Petrol,yes,2011,Lanos,front
VAZ,4650,sedan,68,1.4,Petrol,yes,2011,1118,front
Daewoo,4700,other,78,1.5,Petrol,yes,2011,Lanos,front
Peugeot,4800,van,170,1.9,Diesel,yes,2011,Partner груз.,front
VAZ,4800,sedan,95,1.6,Petrol,yes,2011,2170,front
VAZ,4800,sedan,80,1.6,Petrol,yes,2011,2110,front
ZAZ,4800,sedan,74,1.5,Gas,yes,2011,Forza,front
Daewoo,4850,sedan,33,1.5,Petrol,yes,2011,Lanos,front
VAZ,4999,vagon,58,1.6,Petrol,yes,2011,2111,front
Renault,4999,sedan,140,1.4,Petrol,yes,2011,Logan,front
VAZ,5000,vagon,97,1.6,Gas,yes,2011,2171,front
Daewoo,5000,hatch,45,0.8,Petrol,yes,2011,Matiz,front
VAZ,5200,sedan,88,1.6,Other,yes,2011,2115,front
VAZ,5200,sedan,27,1.6,Petrol,yes,2011,2110,front
VAZ,5500,sedan,60,1.6,Gas,yes,2011,2170,front
ZAZ,5500,sedan,33,1.5,Gas,yes,2011,Lanos,front
VAZ,5799,vagon,62,1.6,Gas,yes,2011,2171,front
Opel,5850,van,206,1.3,Diesel,yes,2011,Combo груз.,front
Chevrolet,5900,hatch,69,1.5,Petrol,yes,2011,Aveo,front
VAZ,6300,crossover,48,1.7,Petrol,yes,2011,2121,full
Renault,6300,van,149,1.5,Other,yes,2011,Kangoo груз.,front
Suzuki,6400,sedan,25,2.4,Petrol,yes,2011,Kizashi,full
VAZ,6400,sedan,73,1.6,Petrol,yes,2011,2170,front
Renault,6400,sedan,51,1.6,Petrol,yes,2011,Logan,front
Renault,6450,van,186,1.5,Diesel,yes,2011,Kangoo груз.,front
Volkswagen,6500,vagon,101,2,Diesel,yes,2011,Passat B6,front
Volkswagen,6500,sedan,74,2,Petrol,no,2011,Jetta,front
Ford,6500,van,148,1.8,Diesel,yes,2011,Transit Connect груз.,front
Ford,6500,other,93,1.8,Diesel,yes,2011,Transit Connect груз.,front
Renault,6500,van,127,1.5,Diesel,yes,2011,Kangoo груз.,front
Fiat,6500,van,123,1.4,Petrol,yes,2011,Doblo груз.,front
Fiat,6500,van,168,1.3,Diesel,yes,2011,Fiorino пасс.,front
Renault,6600,van,134,1.5,Diesel,yes,2011,Kangoo груз.,front
Chevrolet,6700,sedan,80,1.5,Petrol,yes,2011,Aveo,front
Hyundai,6700,sedan,70,1.4,Petrol,yes,2011,Accent,front
Smart,6750,other,20,1,Petrol,yes,2011,Fortwo,
Chery,6800,crossover,72,NA,Petrol,yes,2011,Tiggo,front
Volkswagen,6800,van,170,2,Gas,no,2011,Caddy пасс.,front
Dacia,6800,sedan,56,1.4,Petrol,yes,2011,Logan,front
Fiat,6800,van,90,1.3,Diesel,yes,2011,Doblo груз.,front
Fiat,6800,van,125,1.3,Diesel,yes,2011,Doblo груз.,
Ford,6900,van,74,1.8,Diesel,yes,2011,Transit Connect груз.,front
Ford,6900,hatch,139,1.4,Petrol,yes,2011,Fusion,front
Chevrolet,6950,sedan,88,1.5,Gas,yes,2011,Aveo,front
Nissan,6990,hatch,120,1,Petrol,yes,2011,Micra,front
Fiat,6999,van,156,1.6,Diesel,yes,2011,Doblo груз.,front
Skoda,6999,hatch,60,1.2,Petrol,yes,2011,Fabia,front
Geely,7000,hatch,100,1.8,Gas,yes,2011,Emgrand 7 (EC7),front
Ford,7000,van,137,1.8,Diesel,yes,2011,Transit Connect груз.,front
Smart,7000,other,74,1,Petrol,yes,2011,Fortwo,rear
Ford,7002.45,hatch,113,1.4,Petrol,yes,2011,Fusion,front
VAZ,7100,crossover,42,1.7,Petrol,yes,2011,2121,full
Peugeot,7100,van,170,1.6,Diesel,yes,2011,Partner груз.,front
Nissan,7150,van,117,1.5,Diesel,yes,2011,NV,front
Fiat,7200,other,117,1.3,Diesel,yes,2011,Doblo груз.,front
Ford,7300,other,130,1.8,Diesel,yes,2011,Transit Connect груз.,front
Peugeot,7300,hatch,86,1.4,Petrol,yes,2011,207,front
Skoda,7300,hatch,131,1.4,Petrol,yes,2011,Fabia,front
Citroen,7450,other,102,1.6,Diesel,yes,2011,Berlingo груз.,front
Smart,7450,hatch,72,1,Petrol,yes,2011,Fortwo,rear
Hyundai,7499,crossover,100,NA,Gas,no,2011,IX35,full
Chery,7500,crossover,110,1.8,Gas,yes,2011,Tiggo,front
Volkswagen,7500,van,280,1.6,Diesel,yes,2011,Caddy груз.,front
Skoda,7500,hatch,90,1.4,Petrol,yes,2011,Fabia,front
Fiat,7500,van,168,1.3,Diesel,yes,2011,Doblo груз.,front
Hyundai,7500,hatch,150,1.25,Petrol,yes,2011,i20,front
Hyundai,7500,hatch,60,1.1,Petrol,yes,2011,i10,front
Skoda,7600,sedan,160,NA,Other,no,2011,Octavia A5,
Peugeot,7650,van,186,1.6,Diesel,yes,2011,Partner груз.,front
Skoda,7650,hatch,161,1.2,Petrol,yes,2011,Fabia,front
Kia,7700,sedan,45,1.4,Petrol,yes,2011,Rio,front
Fiat,7700,van,96,1.3,Diesel,yes,2011,Doblo груз.,front
Opel,7700,van,154,1.3,Diesel,yes,2011,Combo пасс.,front
Smart,7700,crossover,50,1,Petrol,yes,2011,Forfour,
Hyundai,7800,hatch,58,1.4,Petrol,yes,2011,i30,front
Ford,7800,vagon,106,1.4,Petrol,yes,2011,Fusion,front
Honda,7850,hatch,70,1.3,Petrol,yes,2011,Jazz,front
Fiat,7900,van,140,2,Diesel,yes,2011,Doblo груз.,front
Fiat,7900,vagon,180,1.6,Diesel,yes,2011,Doblo груз.,front
Citroen,7900,hatch,87,1.4,Diesel,yes,2011,C3,front
Hyundai,7900,other,77,1.2,Petrol,yes,2011,i20,front
Toyota,7900,hatch,56,1,Gas,yes,2011,Aygo,front
Ford,7999,other,254,2.2,Diesel,yes,2011,Transit груз.,front
Mitsubishi,7999,sedan,78,1.5,Gas,yes,2011,Lancer X,front
GAZ,8000,van,95,2.9,Gas,yes,2011,3302 GAZель,rear
Chevrolet,8000,sedan,59,1.8,Petrol,yes,2011,Lacetti,front
Skoda,8000,vagon,163,1.6,Diesel,yes,2011,Fabia,front
Chevrolet,8000,sedan,49,1.5,Petrol,yes,2011,Aveo,front
Hyundai,8000,sedan,98,1.4,Petrol,yes,2011,Accent,front
Smart,8000,other,62,1,Petrol,yes,2011,Fortwo,rear
BMW,8100,vagon,180,2,Diesel,no,2011,118,front
Skoda,8100,hatch,101,1.4,Petrol,yes,2011,Fabia,front
Hyundai,8200,hatch,27,1.4,Petrol,yes,2011,i30,
Seat,8200,vagon,124,1.2,Diesel,yes,2011,Ibiza,front
Renault,8250,sedan,148,NA,Other,yes,2011,Kangoo пасс.,
Mitsubishi,8260,sedan,65,1.5,Petrol,yes,2011,Lancer,front
Renault,8300,van,141,2,Diesel,yes,2011,Trafic груз.,front
Renault,8300,van,127,1.5,Diesel,yes,2011,Kangoo пасс.,front
Volkswagen,8350,van,1,1.6,Diesel,yes,2011,Caddy груз.,front
Mitsubishi,8400,crossover,100,3.2,Diesel,yes,2011,Pajero Wagon,full
Volkswagen,8400,van,143,1.6,Diesel,yes,2011,Caddy груз.,front
Renault,8400,hatch,84,1.5,Diesel,yes,2011,Kangoo пасс.,front
Ford,8499,other,161,2.2,Diesel,yes,2011,Transit груз.,front
Honda,8500,crossover,90,2.4,Petrol,no,2011,CR-V,full
Volkswagen,8500,other,200,1.6,Diesel,yes,2011,Caddy груз.,front
Volkswagen,8500,sedan,87,1.6,Petrol,yes,2011,Polo,front
Hyundai,8500,hatch,71,1.6,Petrol,yes,2011,i30,front
Chevrolet,8500,sedan,67,1.5,Gas,yes,2011,Aveo,front
Hyundai,8500,hatch,76,1.1,Petrol,yes,2011,i10,front
Toyota,8500,hatch,55,1,Petrol,yes,2011,Aygo,front
Volkswagen,8599,van,169,1.6,Diesel,yes,2011,Caddy груз.,front
Renault,8700,hatch,21,1.6,Petrol,yes,2011,Sandero,front
Nissan,8700,hatch,77,1.4,Petrol,yes,2011,Note,front
Ford,8780.85,sedan,82,1.6,Petrol,yes,2011,Focus,front
Volkswagen,8800,van,145,2,Gas,yes,2011,Caddy груз.,front
VAZ,8800,crossover,96,1.7,Petrol,yes,2011,2121,full
Hyundai,8800,hatch,67,1.4,Petrol,yes,2011,i30,front
Smart,8800,other,26,1,Petrol,yes,2011,Fortwo,rear
Volkswagen,8900,van,167,2,Gas,yes,2011,Caddy груз.,front
Hyundai,8900,sedan,138,1.4,Petrol,yes,2011,Accent,front
Fiat,8900,vagon,124,1.3,Diesel,yes,2011,Qubo пасс.,front
Opel,8900,hatch,160,1.23,Petrol,yes,2011,Corsa,front
Ford,8950,sedan,86,1.6,Petrol,yes,2011,Focus,front
Hyundai,8960,other,60,1.6,Other,yes,2011,Elantra,front
Volkswagen,8999,van,125,1.6,Diesel,yes,2011,Caddy груз.,front
Hyundai,8999,hatch,74,1.4,Petrol,yes,2011,i20,
Fiat,8999,hatch,94,1.4,Petrol,yes,2011,Grande Punto,front
Opel,9000,van,150,2.5,Diesel,yes,2011,Vivaro груз.,front
Renault,9000,hatch,56,1.6,Petrol,yes,2011,Megane,front
Volkswagen,9000,van,181,1.6,Diesel,yes,2011,Caddy груз.,front
Volkswagen,9000,sedan,135,1.6,Gas,yes,2011,Polo,front
Nissan,9000,sedan,25,1.6,Petrol,yes,2011,Almera,front
Chery,9000,hatch,1,1.6,Petrol,yes,2011,M11,front
Seat,9000,hatch,70,1.4,Petrol,yes,2011,Leon,front
Seat,9000,hatch,62,1.4,Petrol,yes,2011,Ibiza,front
Skoda,9025,vagon,137,1.2,Diesel,yes,2011,Fabia,front
Renault,9100,vagon,176,1.5,Diesel,yes,2011,Scenic,front
Hyundai,9100,hatch,62,1.4,Petrol,yes,2011,i30,front
Hyundai,9200,sedan,100,NA,Gas,yes,2011,Accent,front
Citroen,9200,hatch,130,1.4,Gas,yes,2011,C3 Picasso,front
Hyundai,9200,hatch,7,1.2,Petrol,yes,2011,i10,front
Hyundai,9300,sedan,90,1.6,Petrol,yes,2011,Elantra,front
Ford,9300,hatch,182,1.6,Gas,yes,2011,Focus,
Opel,9300,sedan,189,1.6,Petrol,yes,2011,Astra H,front
Volkswagen,9300,van,200,1.6,Diesel,yes,2011,Caddy пасс.,front
Renault,9300,sedan,94,1.5,Diesel,yes,2011,Fluence,front
Renault,9300,vagon,184,1.5,Diesel,yes,2011,Megane,front
Hyundai,9300,sedan,98,1.4,Petrol,yes,2011,Accent,front
Hyundai,9300,sedan,58,1.4,Petrol,yes,2011,Accent,front
Opel,9350,van,143,2,Other,yes,2011,Vivaro груз.,front
Opel,9500,other,157,2,Diesel,yes,2011,Vivaro груз.,front
Kia,9500,sedan,98,1.6,Petrol,yes,2011,Cerato,front
Renault,9500,hatch,77,1.6,Petrol,yes,2011,Megane,front
Hyundai,9500,hatch,45,1.4,Petrol,yes,2011,i20,front
Ford,9500,hatch,116,1.4,Petrol,yes,2011,Fiesta,front
Hyundai,9500,sedan,52,1.3,Petrol,yes,2011,Accent,front
Volkswagen,9500,hatch,62,1.2,Diesel,yes,2011,Polo,front
Volkswagen,9600,van,148,1.6,Diesel,yes,2011,Caddy груз.,front
Volkswagen,9600,sedan,106,1.6,Petrol,yes,2011,Polo,front
Volkswagen,9600,sedan,107,1.6,Gas,yes,2011,Polo,front
Renault,9600,vagon,184,1.5,Diesel,yes,2011,Megane,front
Hyundai,9600,sedan,98,1.4,Petrol,yes,2011,Accent,front
Opel,9700,other,141,2,Diesel,yes,2011,Vivaro груз.,front
Hyundai,9700,vagon,42,1.8,Petrol,yes,2011,Matrix,front
Kia,9700,hatch,67,1.6,Petrol,yes,2011,Soul,front
Citroen,9700,hatch,141,1.6,Petrol,yes,2011,C4,front
Hyundai,9700,sedan,12,1.4,Petrol,yes,2011,Accent,
Chevrolet,9750,hatch,98,1.6,Petrol,yes,2011,Cruze,front
Peugeot,9800,vagon,170,1.6,Diesel,yes,2011,308,front
Ford,9800,hatch,70,1.6,Petrol,yes,2011,Focus,front
Volkswagen,9800,van,196,1.6,Diesel,yes,2011,Caddy груз.,front
Mitsubishi,9800,sedan,56,1.5,Petrol,yes,2011,Lancer X,front
Volkswagen,9900,sedan,80,1.6,Petrol,yes,2011,Polo,front
Hyundai,9900,vagon,159,1.6,Other,yes,2011,i30,front
Volkswagen,9900,other,171,1.6,Diesel,yes,2011,Caddy груз.,front
Ford,9900,sedan,73,1.6,Petrol,yes,2011,Focus,front
Hyundai,9900,sedan,40,1.4,Petrol,yes,2011,Accent,front
Ford,9950,hatch,97,1.6,Diesel,yes,2011,Focus,front
Volkswagen,9990,van,194,1.6,Diesel,yes,2011,Caddy груз.,front
Nissan,9999,other,102,1.5,Diesel,yes,2011,Note,front
Hyundai,9999,sedan,42,1.4,Petrol,yes,2011,Accent,front
Volkswagen,9999,hatch,118,1.2,Diesel,yes,2011,Polo,front
Opel,10000,van,142,2,Diesel,yes,2011,Vivaro груз.,front
Chevrolet,10000,sedan,83,1.8,Gas,yes,2011,Cruze,front
Volkswagen,10000,sedan,66,1.6,Petrol,yes,2011,Polo,front
Chevrolet,10000,sedan,62,1.6,Gas,yes,2011,Cruze,front
Hyundai,10000,sedan,19,1.4,Petrol,yes,2011,Accent,front
Chevrolet,10100,sedan,90,1.8,Petrol,yes,2011,Cruze,front
Toyota,10200,sedan,122,7.2,Petrol,yes,2011,Corolla,front
Chevrolet,10200,sedan,118,1.8,Petrol,yes,2011,Cruze,front
Renault,10200,vagon,151,1.5,Diesel,yes,2011,Megane,front
Renault,10300,van,138,2,Diesel,yes,2011,Trafic груз.,front
Citroen,10300,van,17,1.4,Petrol,yes,2011,C3 Picasso,front
Volkswagen,10400,sedan,87,1.6,Petrol,yes,2011,Polo,front
Hyundai,10400,sedan,78,1.4,Petrol,yes,2011,Accent,front
Ford,10500,other,228,2.2,Diesel,yes,2011,Transit груз.,front
Chevrolet,10500,sedan,67,1.8,Petrol,yes,2011,Cruze,front
Kia,10500,vagon,39,1.6,Petrol,yes,2011,Soul,
Renault,10500,vagon,185,1.5,Diesel,yes,2011,Megane,front
Renault,10500,vagon,185,1.5,Diesel,yes,2011,Megane,front
Renault,10500,vagon,185,1.5,Diesel,yes,2011,Megane,front
Renault,10500,vagon,250,1.5,Diesel,yes,2011,Megane,front
Mitsubishi,10500,sedan,57,1.5,Gas,yes,2011,Lancer X,front
Renault,10500,crossover,93,1.5,Diesel,yes,2011,Duster,front
Hyundai,10500,hatch,50,1.4,Petrol,yes,2011,i30,front
Ford,10500,hatch,30,1.4,Petrol,yes,2011,Fiesta,front
Mercedes-Benz,10550,other,128,NA,Other,yes,2011,Vito груз.,
Renault,10550,van,195,2,Diesel,yes,2011,Trafic груз.,front
Volkswagen,10600,van,140,2,Diesel,yes,2011,T6 (Transporter) груз,front
Citroen,10600,hatch,61,1.6,Petrol,yes,2011,C3,front
Ford,10600,sedan,96,1.6,Petrol,yes,2011,Focus,front
Renault,10600,vagon,113,1.5,Diesel,yes,2011,Megane,front
Volkswagen,10650,van,130,2,Diesel,yes,2011,T5 (Transporter) груз,front
Hyundai,10700,hatch,114,1.6,Diesel,yes,2011,i30,front
Peugeot,10700,vagon,85,1.6,Gas,yes,2011,3008,front
Renault,10750,hatch,136,1.5,Diesel,yes,2011,Megane,front
Opel,10800,van,164,2,Diesel,yes,2011,Vivaro груз.,front
Opel,10800,van,173,2,Diesel,yes,2011,Vivaro груз.,front
Mazda,10800,hatch,93,1.6,Gas,yes,2011,3,front
Ford,10800,sedan,130,1.6,Petrol,yes,2011,Mondeo,front
Suzuki,10800,hatch,85,1.6,Petrol,yes,2011,SX4,front
Ford,10800,hatch,86,1.4,Gas,yes,2011,Fiesta,front
Volkswagen,10900,vagon,185,1.4,Petrol,yes,2011,Golf VI,front
Volkswagen,10900,vagon,185,1.4,Petrol,yes,2011,Golf VII,front
Skoda,10900,sedan,167,1.2,Petrol,yes,2011,Octavia A5,front
Volkswagen,10950,van,177,2,Diesel,yes,2011,Caddy груз.,front
Skoda,10950,sedan,125,1.6,Gas,yes,2011,Octavia A5,front
Renault,10950,vagon,180,1.5,Diesel,yes,2011,Megane,front
Hyundai,10999,sedan,59,1.4,Petrol,yes,2011,Accent,front
Ford,11000,van,100,2.2,Diesel,yes,2011,Transit пасс.,front
Peugeot,11000,hatch,42,1.6,Petrol,yes,2011,308,front
Renault,11000,other,131,1.5,Diesel,yes,2011,Kangoo пасс.,front
Opel,11100,other,126,2,Diesel,yes,2011,Vivaro груз.,
Chevrolet,11100,sedan,83,1.8,Petrol,yes,2011,Cruze,front
Skoda,11111,sedan,99,1.6,Petrol,yes,2011,Octavia A5,front
Renault,11111,vagon,190,1.5,Diesel,yes,2011,Laguna,front
Skoda,11200,vagon,169,1.6,Diesel,yes,2011,Octavia,front
Hyundai,11200,sedan,57,1.4,Gas,yes,2011,Accent,
Renault,11300,van,183,2,Diesel,yes,2011,Trafic груз.,front
Skoda,11300,sedan,110,1.6,Petrol,yes,2011,Octavia A5,front
Renault,11300,vagon,184,1.5,Diesel,yes,2011,Megane,front
Renault,11300,vagon,160,1.5,Diesel,yes,2011,Laguna,front
Volkswagen,11350,van,190,75,Diesel,yes,2011,T5 (Transporter) груз,front
Kia,11400,vagon,69,2,Petrol,yes,2011,Carens,front
Citroen,11400,hatch,124,1.4,Petrol,yes,2011,C3 Picasso,front
Skoda,11499,sedan,146,1.8,Petrol,yes,2011,Octavia A5,front
Kia,11500,hatch,93,NA,Petrol,yes,2011,Soul,front
Mercedes-Benz,11500,van,180,2.2,Diesel,yes,2011,Vito пасс.,rear
Volkswagen,11500,other,189,2,Diesel,yes,2011,Caddy груз.,front
Skoda,11500,sedan,115,1.8,Petrol,yes,2011,Octavia A5,front
Hyundai,11500,sedan,65,1.6,Petrol,yes,2011,Elantra,front
Nissan,11500,crossover,78,1.6,Petrol,yes,2011,Juke,front
Hyundai,11500,sedan,75,1.6,Petrol,yes,2011,Accent,front
Toyota,11500,sedan,110,1.6,Petrol,yes,2011,Corolla,front
Renault,11500,vagon,175,1.5,Diesel,yes,2011,Megane,front
Skoda,11500,vagon,85,1.4,Petrol,yes,2011,Octavia A5,front
Ford,11500,hatch,19,1.4,Petrol,yes,2011,Focus,front
Skoda,11700,sedan,198,1.8,Petrol,yes,2011,Octavia A5,front
Renault,11700,crossover,90,1.5,Diesel,yes,2011,Duster,full
SsangYong,11800,crossover,51,2,Diesel,yes,2011,Actyon,full
Citroen,11800,hatch,176,1.6,Petrol,yes,2011,C4,front
Mercedes-Benz,11850,van,177,2.2,Diesel,yes,2011,Vito груз.,rear
Renault,11900,other,162,2.3,Other,yes,2011,Master груз.,front
Mercedes-Benz,11900,van,215,2.2,Diesel,yes,2011,Vito груз.,rear
Kia,11900,sedan,67,2,Petrol,yes,2011,Cerato,front
Volkswagen,11900,other,112,2,Diesel,yes,2011,T6 (Transporter) груз,front
Chevrolet,11900,sedan,40,1.8,Petrol,yes,2011,Cruze,front
Skoda,11900,other,121,1.6,Petrol,yes,2011,Octavia A5,front
Peugeot,11900,hatch,117,1.6,Diesel,yes,2011,308,front
Peugeot,11900,crossover,167,1.6,Diesel,yes,2011,3008,front
Skoda,11900,vagon,102,1.6,Diesel,yes,2011,Octavia A5,front
Renault,11900,crossover,68,1.5,Diesel,yes,2011,Duster,full
Volkswagen,11900,vagon,132,1.4,Petrol,yes,2011,Golf VI,front
Smart,11900,other,90,1,Petrol,yes,2011,Cabrio,rear
Renault,11950,vagon,177,1.5,Diesel,yes,2011,Megane,front
Volkswagen,11999,van,176,2,Diesel,yes,2011,T5 (Transporter) груз,front
Hyundai,11999,sedan,108,1.6,Gas,yes,2011,Elantra,
Ford,11999,sedan,66,1.6,Petrol,yes,2011,Focus,front
Volkswagen,12000,van,196,2,Diesel,yes,2011,T5 (Transporter) груз,front
Skoda,12000,hatch,91,1.8,Petrol,yes,2011,Octavia A5,front
Suzuki,12000,hatch,87,1.6,Gas,yes,2011,SX4,front
Hyundai,12000,hatch,70,1.6,Diesel,yes,2011,i30,front
Volkswagen,12000,sedan,73,1.6,Gas,yes,2011,Polo,front
Ford,12099,sedan,109,1.6,Gas,yes,2011,Focus,front
Hyundai,12200,crossover,118,2,Gas,yes,2011,Tucson,front
Skoda,12200,sedan,104,1.4,Petrol,yes,2011,Octavia A5,front
Skoda,12200,sedan,137,1.2,Petrol,yes,2011,Octavia A5,front
Renault,12300,sedan,99,2.5,Petrol,yes,2011,Latitude,front
Volkswagen,12300,van,182,2,Diesel,yes,2011,T6 (Transporter) груз,front
Renault,12350,sedan,64,2,Gas,yes,2011,Fluence,front
Volkswagen,12350,van,167,1.4,Petrol,yes,2011,Touran,front
Nissan,12400,hatch,26,NA,Other,yes,2011,Leaf,
SsangYong,12400,crossover,73,2,Diesel,yes,2011,Korando,front
